 Gene	Chromosome	Start	End	GC	Type
HORVU6Hr1G051380	chr6H	312530053	312530718	58.11	protein_coding
HORVU6Hr1G084300	chr6H	553919206	553930624	40.19	protein_coding
HORVU6Hr1G076600	chr6H	526487967	526492086	44.32	protein_coding
HORVU6Hr1G048180	chr6H	290392640	290399019	42.12	protein_coding
HORVU6Hr1G088440	chr6H	566539638	566572120	42.61	protein_coding
HORVU6Hr1G083570	chr6H	552026950	552037142	53.32	protein_coding
HORVU6Hr1G034840	chr6H	165333047	165337831	43.22	protein_coding
HORVU6Hr1G059100	chr6H	390755567	390762052	41.65	protein_coding
HORVU6Hr1G027460	chr6H	107806941	107812334	44.92	protein_coding
HORVU6Hr1G030880	chr6H	130232824	130240252	42.83	protein_coding
HORVU6Hr1G075440	chr6H	519593622	519606964	42.49	protein_coding
HORVU6Hr1G026540	chr6H	101694354	101695255	34.59	protein_coding
HORVU6Hr1G017220	chr6H	40408681	40420893	54.86	protein_coding
HORVU6Hr1G018050	chr6H	44243132	44248596	40.79	protein_coding
HORVU6Hr1G052230	chr6H	320935516	320939382	0	nontranslating_CDS
HORVU6Hr1G061750	chr6H	413274272	413281744	41.5	protein_coding
HORVU6Hr1G094790	chr6H	582023507	582030933	48.07	protein_coding
HORVU6Hr1G054690	chr6H	346600984	346610217	43.3	protein_coding
HORVU6Hr1G055750	chr6H	355019832	355029490	40.73	protein_coding
HORVU6Hr1G051440	chr6H	313255239	313261028	43.24	protein_coding
HORVU6Hr1G066570	chr6H	460622075	460634827	45.39	protein_coding
HORVU6Hr1G051860	chr6H	317894528	317899285	50.46	protein_coding
HORVU6Hr1G062260	chr6H	417358434	417367929	46.07	protein_coding
HORVU6Hr1G057670	chr6H	375132831	375134777	55.11	protein_coding
HORVU6Hr1G028920	chr6H	116467133	116474178	48.28	protein_coding
HORVU6Hr1G093490	chr6H	579581865	579599433	45.91	protein_coding
HORVU6Hr1G014700	chr6H	31518733	31527333	43	protein_coding
HORVU6Hr1G089280	chr6H	568605488	568649673	48.72	protein_coding
HORVU6Hr1G060150	chr6H	399377886	399383371	48.09	protein_coding
HORVU6Hr1G043520	chr6H	245508898	245512071	41.27	protein_coding
HORVU6Hr1G020380	chr6H	57291641	57300927	41.53	protein_coding
HORVU6Hr1G040540	chr6H	219263779	219288759	49.28	protein_coding
HORVU6Hr1G086650	chr6H	561879683	561880475	50.69	protein_coding
HORVU6Hr1G027500	chr6H	108209554	108214168	39.7	protein_coding
HORVU6Hr1G080310	chr6H	541275234	541287018	45.06	protein_coding
HORVU6Hr1G083440	chr6H	551429657	551436701	52.49	protein_coding
HORVU6Hr1G060830	chr6H	406398644	406398901	40.7	protein_coding
HORVU6Hr1G035000	chr6H	165917648	165920609	57.09	protein_coding
HORVU6Hr1G027050	chr6H	104060786	104075881	40.25	protein_coding
HORVU6Hr1G080750	chr6H	542690955	542694406	59.36	protein_coding
HORVU6Hr1G074220	chr6H	513108807	513120207	48.33	protein_coding
HORVU6Hr1G088220	chr6H	566010938	566032289	45.93	protein_coding
HORVU6Hr1G079700	chr6H	538505304	538508978	0	nontranslating_CDS
HORVU6Hr1G020140	chr6H	55807794	55811551	44.57	protein_coding
HORVU6Hr1G016360	chr6H	36808382	36812236	46.4	protein_coding
HORVU6Hr1G013080	chr6H	26033126	26035246	67.8	protein_coding
HORVU6Hr1G016230	chr6H	36185374	36195306	42.86	protein_coding
HORVU6Hr1G033340	chr6H	151720755	151721167	62.95	protein_coding
HORVU6Hr1G029110	chr6H	117893562	117898770	41.6	protein_coding
HORVU6Hr1G044020	chr6H	250399525	250399757	48.93	protein_coding
HORVU6Hr1G074660	chr6H	515259014	515263166	55.53	protein_coding
HORVU6Hr1G022310	chr6H	70286920	70296035	42.62	protein_coding
HORVU6Hr1G078660	chr6H	535514586	535516011	55.19	protein_coding
HORVU6Hr1G087460	chr6H	564085703	564091732	43.53	protein_coding
HORVU6Hr1G049880	chr6H	302277175	302278451	0	nontranslating_CDS
HORVU6Hr1G022950	chr6H	74105627	74111884	40.99	protein_coding
HORVU6Hr1G014860	chr6H	32260487	32264470	43.55	protein_coding
HORVU6Hr1G064230	chr6H	434906477	434912068	47.16	protein_coding
HORVU6Hr1G040130	chr6H	213977712	213992131	45.14	protein_coding
HORVU6Hr1G075850	chr6H	522296342	522300018	53.01	protein_coding
HORVU6Hr1G068810	chr6H	477261288	477266308	46.72	protein_coding
HORVU6Hr1G057590	chr6H	374526309	374529601	53.17	protein_coding
HORVU6Hr1G044080	chr6H	251136039	251161167	45.94	protein_coding
HORVU6Hr1G086570	chr6H	561760000	561764441	55.36	protein_coding
HORVU6Hr1G055570	chr6H	353407798	353414707	42.37	protein_coding
HORVU6Hr1G027660	chr6H	109668342	109673985	44.82	protein_coding
HORVU6Hr1G069110	chr6H	478387314	478392288	44.82	protein_coding
HORVU6Hr1G062340	chr6H	417601812	417617533	47.63	protein_coding
HORVU6Hr1G022430	chr6H	71268725	71272876	46.48	protein_coding
HORVU6Hr1G081160	chr6H	544587996	544591057	35.83	protein_coding
HORVU6Hr1G054070	chr6H	340819594	340830213	41.03	protein_coding
HORVU6Hr1G080280	chr6H	541247948	541252344	0	nontranslating_CDS
HORVU6Hr1G066470	chr6H	460161434	460166982	43.7	protein_coding
HORVU6Hr1G073510	chr6H	509041949	509048333	0	nontranslating_CDS
HORVU6Hr1G070870	chr6H	493900521	493908209	44.57	protein_coding
HORVU6Hr1G067130	chr6H	465301370	465305652	44.88	protein_coding
HORVU6Hr1G038700	chr6H	198574495	198578108	48.32	protein_coding
HORVU6Hr1G028700	chr6H	114432998	114434026	34.39	protein_coding
HORVU6Hr1G067890	chr6H	471253660	471262327	43.23	protein_coding
HORVU6Hr1G030530	chr6H	128202808	128207983	40.9	protein_coding
HORVU6Hr1G023040	chr6H	74343823	74348510	44.57	protein_coding
HORVU6Hr1G041650	chr6H	229632667	229646774	49.53	protein_coding
HORVU6Hr1G030990	chr6H	130981717	130988856	41.17	protein_coding
HORVU6Hr1G019930	chr6H	55137978	55142780	45.39	protein_coding
HORVU6Hr1G065750	chr6H	453277057	453277470	60.39	protein_coding
HORVU6Hr1G038450	chr6H	195624692	195629711	43.74	protein_coding
HORVU6Hr1G071890	chr6H	499358504	499364615	43.39	protein_coding
HORVU6Hr1G064670	chr6H	440818816	440823694	50.91	protein_coding
HORVU6Hr1G019650	chr6H	53647954	53650766	49.98	protein_coding
HORVU6Hr1G016940	chr6H	38571660	38575557	0	nontranslating_CDS
HORVU6Hr1G070330	chr6H	488886522	488896046	46.93	protein_coding
HORVU6Hr1G093060	chr6H	578869005	578876032	46.03	protein_coding
HORVU6Hr1G076060	chr6H	523783634	523784777	60.93	protein_coding
HORVU6Hr1G076780	chr6H	527178924	527185076	44.16	protein_coding
HORVU6Hr1G063210	chr6H	425473952	425490981	47.81	protein_coding
HORVU6Hr1G081020	chr6H	544093660	544096933	48.71	protein_coding
HORVU6Hr1G030590	chr6H	128364135	128427106	45.4	protein_coding
HORVU6Hr1G060020	chr6H	397263111	397269547	42.18	protein_coding
HORVU6Hr1G075600	chr6H	520314888	520321548	42.83	protein_coding
HORVU6Hr1G032270	chr6H	140840171	140847599	47.79	protein_coding
HORVU6Hr1G026260	chr6H	98102268	98110802	49.6	protein_coding
HORVU6Hr1G021630	chr6H	66484961	66488498	46.95	protein_coding
HORVU6Hr1G074860	chr6H	516255926	516261939	49.1	protein_coding
HORVU6Hr1G065110	chr6H	445342246	445344332	44.08	protein_coding
HORVU6Hr1G080800	chr6H	542860218	542864364	44.01	protein_coding
HORVU6Hr1G056850	chr6H	366312255	366316126	44.68	protein_coding
HORVU6Hr1G036950	chr6H	184751830	184815469	47.73	protein_coding
HORVU6Hr1G014490	chr6H	30806492	30812726	43.9	protein_coding
HORVU6Hr1G089250	chr6H	568471093	568476958	46.6	protein_coding
HORVU6Hr1G094240	chr6H	580849152	580853341	45.73	protein_coding
HORVU6Hr1G093460	chr6H	579537594	579542324	44.28	protein_coding
HORVU6Hr1G077010	chr6H	527832876	527836995	55.95	protein_coding
HORVU6Hr1G020480	chr6H	58140225	58142134	0	nontranslating_CDS
HORVU6Hr1G081180	chr6H	544591426	544595872	43.06	protein_coding
HORVU6Hr1G073010	chr6H	506827702	506833702	47.31	protein_coding
HORVU6Hr1G071950	chr6H	499992164	499997082	46.39	protein_coding
HORVU6Hr1G082230	chr6H	547552746	547555508	44.88	protein_coding
HORVU6Hr1G038750	chr6H	199022602	199234331	44.54	protein_coding
HORVU6Hr1G076770	chr6H	527174896	527178566	47.51	protein_coding
HORVU6Hr1G066240	chr6H	459081030	459081743	59.1	protein_coding
HORVU6Hr1G037140	chr6H	185893356	185896701	60.16	protein_coding
HORVU6Hr1G073380	chr6H	508621991	508622710	58.61	protein_coding
HORVU6Hr1G078770	chr6H	535840834	535845700	42.06	protein_coding
HORVU6Hr1G066460	chr6H	460086076	460095864	46.92	protein_coding
HORVU6Hr1G074030	chr6H	512158867	512163479	50.74	protein_coding
HORVU6Hr1G069190	chr6H	479031100	479167490	44.05	protein_coding
HORVU6Hr1G027240	chr6H	105317005	105331690	42.47	protein_coding
HORVU6Hr1G089600	chr6H	570135624	570137778	46.87	protein_coding
HORVU6Hr1G052920	chr6H	326690420	326697081	41.64	nontranslating_CDS
HORVU6Hr1G079790	chr6H	538970421	538975503	42.18	protein_coding
HORVU6Hr1G071520	chr6H	497057507	497063327	50.9	protein_coding
HORVU6Hr1G065360	chr6H	448134877	448138653	57.29	protein_coding
HORVU6Hr1G094470	chr6H	581260966	581272419	44.1	protein_coding
HORVU6Hr1G066430	chr6H	459827463	459830980	47.33	protein_coding
HORVU6Hr1G018030	chr6H	44178474	44182431	44.17	protein_coding
HORVU6Hr1G092790	chr6H	578249776	578251928	45.33	protein_coding
HORVU6Hr1G059860	chr6H	396231206	396234686	42.6	protein_coding
HORVU6Hr1G055520	chr6H	353292944	353299559	0	nontranslating_CDS
HORVU6Hr1G066890	chr6H	463615862	463622156	40.19	protein_coding
HORVU6Hr1G088580	chr6H	566850636	566857785	49.4	protein_coding
HORVU6Hr1G038460	chr6H	196098697	196100431	46.57	protein_coding
HORVU6Hr1G016390	chr6H	36896659	36918087	45.86	protein_coding
HORVU6Hr1G093510	chr6H	579612630	579618313	44.19	protein_coding
HORVU6Hr1G079120	chr6H	536767313	536771418	41.13	protein_coding
HORVU6Hr1G080920	chr6H	543604198	543618645	40.19	protein_coding
HORVU6Hr1G018510	chr6H	47266293	47273984	49.7	protein_coding
HORVU6Hr1G012800	chr6H	25297583	25302029	43.51	protein_coding
HORVU6Hr1G036810	chr6H	182972837	182978618	41.34	protein_coding
HORVU6Hr1G033450	chr6H	152805493	152810421	44.92	protein_coding
HORVU6Hr1G094880	chr6H	582422219	582428650	46.92	protein_coding
HORVU6Hr1G068760	chr6H	477076730	477083483	43.25	protein_coding
HORVU6Hr1G068690	chr6H	476332174	476334416	61.12	protein_coding
HORVU6Hr1G016120	chr6H	36030729	36035214	47.9	protein_coding
HORVU6Hr1G018540	chr6H	47374898	47387427	53.93	protein_coding
HORVU6Hr1G028140	chr6H	111625098	111628592	50.84	protein_coding
HORVU6Hr1G014800	chr6H	32053508	32055694	52.49	protein_coding
HORVU6Hr1G077150	chr6H	528852814	528855938	47.84	protein_coding
HORVU6Hr1G079730	chr6H	538637833	538652413	42.42	protein_coding
HORVU6Hr1G070560	chr6H	491265558	491279889	40.84	protein_coding
HORVU6Hr1G015100	chr6H	32785927	32790380	50.74	protein_coding
HORVU6Hr1G062320	chr6H	417370989	417374822	45.02	protein_coding
HORVU6Hr1G036110	chr6H	176516930	176517172	62.96	protein_coding
HORVU6Hr1G088840	chr6H	567540076	567543744	43.02	protein_coding
HORVU6Hr1G058930	chr6H	388366010	388370536	46.03	protein_coding
HORVU6Hr1G095080	chr6H	582775148	582777353	46.24	protein_coding
HORVU6Hr1G069400	chr6H	481011705	481016543	48.17	protein_coding
HORVU6Hr1G013710	chr6H	28573262	28574258	56.97	protein_coding
HORVU6Hr1G018770	chr6H	48592558	48598170	41.09	protein_coding
HORVU6Hr1G069120	chr6H	478424269	478430255	43.71	protein_coding
HORVU6Hr1G069350	chr6H	480726291	480739667	41.53	protein_coding
HORVU6Hr1G056860	chr6H	366398977	366404290	39.73	protein_coding
HORVU6Hr1G040920	chr6H	222145614	222158505	42.19	protein_coding
HORVU6Hr1G029060	chr6H	117463286	117465516	60.1	protein_coding
HORVU6Hr1G093300	chr6H	579277930	579296627	45.15	protein_coding
HORVU6Hr1G044440	chr6H	254992151	255008859	49.99	protein_coding
HORVU6Hr1G030220	chr6H	125555357	125559231	43.68	protein_coding
HORVU6Hr1G095130	chr6H	583093713	583097921	44.26	protein_coding
HORVU6Hr1G083680	chr6H	552312785	552319539	56.05	protein_coding
HORVU6Hr1G060850	chr6H	406692607	406694443	0	nontranslating_CDS
HORVU6Hr1G013580	chr6H	28122558	28124835	51.45	protein_coding
HORVU6Hr1G051070	chr6H	310461921	310512478	42.58	protein_coding
HORVU6Hr1G075250	chr6H	518601802	518606636	45.62	protein_coding
HORVU6Hr1G064580	chr6H	438798146	438799632	57.83	protein_coding
HORVU6Hr1G031080	chr6H	131357502	131402773	43.07	protein_coding
HORVU6Hr1G047180	chr6H	278413062	278415750	62.89	protein_coding
HORVU6Hr1G085950	chr6H	560539661	560543530	47.71	protein_coding
HORVU6Hr1G072910	chr6H	506193778	506198043	44.09	protein_coding
HORVU6Hr1G075300	chr6H	518936533	518940057	48.34	protein_coding
HORVU6Hr1G015390	chr6H	33718806	33723970	49.58	protein_coding
HORVU6Hr1G053640	chr6H	335729021	335739569	0	nontranslating_CDS
HORVU6Hr1G083690	chr6H	552350850	552354595	64.26	protein_coding
HORVU6Hr1G067620	chr6H	468605883	468608093	66.3	protein_coding
HORVU6Hr1G078640	chr6H	535376289	535378420	43.2	protein_coding
HORVU6Hr1G048600	chr6H	295125066	295144984	55.58	protein_coding
HORVU6Hr1G059210	chr6H	391467060	391502906	48.73	protein_coding
HORVU6Hr1G082600	chr6H	548778315	548780586	47.05	protein_coding
HORVU6Hr1G049950	chr6H	302446931	302451004	51.42	protein_coding
HORVU6Hr1G061440	chr6H	411381275	411388359	44.05	protein_coding
HORVU6Hr1G086440	chr6H	561583187	561586737	56.49	protein_coding
HORVU6Hr1G085560	chr6H	559348347	559355419	43.43	protein_coding
HORVU6Hr1G090910	chr6H	573700326	573706569	45.08	protein_coding
HORVU6Hr1G067200	chr6H	465689696	465698014	53.23	protein_coding
HORVU6Hr1G075640	chr6H	520976308	520981619	42.49	protein_coding
HORVU6Hr1G072260	chr6H	502461589	502465547	47.21	protein_coding
HORVU6Hr1G089190	chr6H	568275012	568284296	50.04	protein_coding
HORVU6Hr1G085500	chr6H	558901156	558905590	51.98	protein_coding
HORVU6Hr1G051470	chr6H	313379083	313383224	45.03	protein_coding
HORVU6Hr1G058450	chr6H	383141370	383144992	42.67	protein_coding
HORVU6Hr1G055090	chr6H	350443262	350444593	60.51	protein_coding
HORVU6Hr1G091060	chr6H	574366306	574369630	43.43	protein_coding
HORVU6Hr1G072950	chr6H	506383947	506388528	48.36	protein_coding
HORVU6Hr1G074540	chr6H	514272207	514285244	44.2	protein_coding
HORVU6Hr1G044590	chr6H	256477282	256482953	44.45	protein_coding
HORVU6Hr1G032170	chr6H	139691187	139698315	45.12	protein_coding
HORVU6Hr1G060410	chr6H	401470834	401486182	48.47	protein_coding
HORVU6Hr1G030780	chr6H	129590069	129593798	45.09	protein_coding
HORVU6Hr1G094550	chr6H	581418870	581420602	55.06	protein_coding
HORVU6Hr1G073880	chr6H	511241884	511244827	52.49	protein_coding
HORVU6Hr1G052970	chr6H	327819592	327822851	46.29	protein_coding
HORVU6Hr1G026090	chr6H	97057508	97057693	61.83	protein_coding
HORVU6Hr1G079410	chr6H	537722728	537727179	61.64	protein_coding
HORVU6Hr1G091360	chr6H	575535569	575540234	44.43	protein_coding
HORVU6Hr1G033840	chr6H	156186725	156189920	47.04	protein_coding
HORVU6Hr1G094660	chr6H	581563090	581575785	43.12	protein_coding
HORVU6Hr1G048550	chr6H	294455121	294460483	42.37	protein_coding
HORVU6Hr1G094970	chr6H	582529968	582532574	54.85	protein_coding
HORVU6Hr1G028710	chr6H	114687787	114690907	51.33	protein_coding
HORVU6Hr1G089350	chr6H	569195335	569199853	42.29	protein_coding
HORVU6Hr1G020790	chr6H	60181991	60188824	42.65	protein_coding
HORVU6Hr1G093660	chr6H	579834771	579840764	46.21	protein_coding
HORVU6Hr1G091790	chr6H	576534240	576536493	62.69	protein_coding
HORVU6Hr1G072040	chr6H	500705962	500710596	44.98	protein_coding
HORVU6Hr1G055720	chr6H	354662057	354662313	49.81	protein_coding
HORVU6Hr1G063480	chr6H	427377278	427380004	41.73	protein_coding
HORVU6Hr1G017340	chr6H	40873990	40882404	44.52	protein_coding
HORVU6Hr1G017720	chr6H	42541276	42573258	45.47	protein_coding
HORVU6Hr1G039510	chr6H	205697776	205700545	53.18	protein_coding
HORVU6Hr1G058250	chr6H	380855149	380858870	39.43	protein_coding
HORVU6Hr1G026400	chr6H	100087040	100120069	44.35	protein_coding
HORVU6Hr1G029950	chr6H	123768747	123770033	61.5	protein_coding
HORVU6Hr1G065420	chr6H	449719821	449724252	42.46	protein_coding
HORVU6Hr1G034610	chr6H	162488068	162490591	0	nontranslating_CDS
HORVU6Hr1G014080	chr6H	30047960	30053126	0	nontranslating_CDS
HORVU6Hr1G084870	chr6H	556963457	556971142	45.09	protein_coding
HORVU6Hr1G072620	chr6H	504457429	504473787	44.38	protein_coding
HORVU6Hr1G091780	chr6H	576478018	576482233	45.3	protein_coding
HORVU6Hr1G014290	chr6H	30262420	30264168	56.15	protein_coding
HORVU6Hr1G080420	chr6H	541672858	541679062	42.81	protein_coding
HORVU6Hr1G067760	chr6H	470126908	470128384	50.71	protein_coding
HORVU6Hr1G066210	chr6H	458945385	458948474	40.56	protein_coding
HORVU6Hr1G055260	chr6H	351740056	351751484	42.07	protein_coding
HORVU6Hr1G044010	chr6H	250374778	250375404	44.78	protein_coding
HORVU6Hr1G013290	chr6H	26883367	26904859	42.88	protein_coding
HORVU6Hr1G041430	chr6H	228200647	228211681	49.13	protein_coding
HORVU6Hr1G019510	chr6H	53102840	53106956	45.54	protein_coding
HORVU6Hr1G016750	chr6H	38138862	38155102	41.88	protein_coding
HORVU6Hr1G066540	chr6H	460577418	460578602	55.95	protein_coding
HORVU6Hr1G039490	chr6H	205453551	205458670	51.98	protein_coding
HORVU6Hr1G059070	chr6H	390597981	390602406	44.26	protein_coding
HORVU6Hr1G013720	chr6H	28643500	28649092	41.96	protein_coding
HORVU6Hr1G041090	chr6H	224268341	224272196	43.49	protein_coding
HORVU6Hr1G030080	chr6H	124447655	124455317	53.09	protein_coding
HORVU6Hr1G067670	chr6H	469170918	469174364	43.08	protein_coding
HORVU6Hr1G052010	chr6H	319428413	319430914	45.44	protein_coding
HORVU6Hr1G049080	chr6H	298924989	298937642	43.5	protein_coding
HORVU6Hr1G038550	chr6H	197166468	197170689	0	nontranslating_CDS
HORVU6Hr1G091800	chr6H	576538800	576543399	45.29	protein_coding
HORVU6Hr1G042680	chr6H	240355213	240384215	50.13	protein_coding
HORVU6Hr1G044040	chr6H	251004542	251007424	40.72	protein_coding
HORVU6Hr1G014780	chr6H	31985039	31988525	48.92	protein_coding
HORVU6Hr1G063250	chr6H	425610712	425613637	39.03	protein_coding
HORVU6Hr1G064320	chr6H	435257782	435262937	42.07	protein_coding
HORVU6Hr1G024900	chr6H	88327367	88332047	43.32	protein_coding
HORVU6Hr1G017080	chr6H	39690170	39696697	49.63	protein_coding
HORVU6Hr1G021010	chr6H	61342384	61342644	42.91	protein_coding
HORVU6Hr1G021540	chr6H	65262964	65266602	48.26	protein_coding
HORVU6Hr1G054650	chr6H	346245085	346249474	48.87	protein_coding
HORVU6Hr1G031530	chr6H	134063087	134068659	43.23	protein_coding
HORVU6Hr1G023000	chr6H	74198933	74199625	33.59	protein_coding
HORVU6Hr1G083250	chr6H	550913532	550916360	52.32	protein_coding
HORVU3Hr1G095420	chr3H	650047094	650054140	48.54	protein_coding
HORVU6Hr1G048850	chr6H	297566700	297611986	48.18	protein_coding
HORVU3Hr1G113160	chr3H	687859512	687865257	39.45	protein_coding
HORVU4Hr1G049770	chr4H	404674025	404683665	41.73	protein_coding
HORVU6Hr1G069450	chr6H	481684985	481702547	41.4	protein_coding
HORVU6Hr1G060700	chr6H	404560992	404563297	47.31	protein_coding
HORVU4Hr1G046320	chr4H	368599335	368616331	50.08	protein_coding
HORVU6Hr1G033070	chr6H	148640914	148649196	43.47	protein_coding
HORVU3Hr1G102340	chr3H	664823417	664828428	41.92	protein_coding
HORVU6Hr1G031600	chr6H	134411844	134416896	0	nontranslating_CDS
HORVU3Hr1G092780	chr3H	640199465	640207461	43.05	protein_coding
HORVU4Hr1G014900	chr4H	55850296	55851723	48.88	protein_coding
HORVU6Hr1G066000	chr6H	455535975	455539510	39.79	protein_coding
HORVU6Hr1G023100	chr6H	74453579	74491625	46.41	protein_coding
HORVU4Hr1G051450	chr4H	422775477	422798873	51.88	protein_coding
HORVU6Hr1G075420	chr6H	519489171	519492034	47.56	protein_coding
HORVU3Hr1G086020	chr3H	615118012	615133351	45.49	protein_coding
HORVU6Hr1G027370	chr6H	106438439	106441617	44.1	protein_coding
HORVU6Hr1G069750	chr6H	484215837	484218235	60.03	protein_coding
HORVU6Hr1G090830	chr6H	573638672	573660137	42.38	protein_coding
HORVU3Hr1G117890	chr3H	699560460	699569318	42.87	protein_coding
HORVU6Hr1G030930	chr6H	130595784	130599275	44.79	protein_coding
HORVU6Hr1G050750	chr6H	308229802	308235056	45.46	protein_coding
HORVU3Hr1G113200	chr3H	687951817	687957481	45.88	protein_coding
HORVU6Hr1G049790	chr6H	301614309	301620239	43.97	protein_coding
HORVU6Hr1G065240	chr6H	446582465	446583648	0	nontranslating_CDS
HORVU4Hr1G026330	chr4H	158433303	158437807	40.27	protein_coding
HORVU3Hr1G083820	chr3H	605271859	605273837	56.04	protein_coding
HORVU6Hr1G071770	chr6H	498564243	498570989	43.4	protein_coding
HORVU4Hr1G029030	chr4H	182786276	182792652	43.42	protein_coding
HORVU6Hr1G045970	chr6H	267733725	267836428	46.29	protein_coding
HORVU4Hr1G038380	chr4H	289568765	289590878	46.03	protein_coding
HORVU6Hr1G080030	chr6H	539743806	539746688	51.15	protein_coding
HORVU6Hr1G047810	chr6H	286866883	286868011	51.28	protein_coding
HORVU3Hr1G095200	chr3H	649120030	649149412	43.53	protein_coding
HORVU6Hr1G046290	chr6H	269994312	270027620	49.61	protein_coding
HORVU6Hr1G065580	chr6H	451547324	451548101	68.65	protein_coding
HORVU3Hr1G092250	chr3H	637568066	637574970	50.95	protein_coding
HORVU3Hr1G115710	chr3H	693668659	693689455	42.38	protein_coding
HORVU3Hr1G084420	chr3H	607582405	607586340	45.01	protein_coding
HORVU6Hr1G031230	chr6H	131686357	131708107	50.91	protein_coding
HORVU4Hr1G031060	chr4H	204880948	204885421	45.19	nontranslating_CDS
HORVU6Hr1G083430	chr6H	551255872	551261587	43.68	protein_coding
HORVU6Hr1G083620	chr6H	552075920	552082820	41.32	protein_coding
