# List of all Hordeum genes mapped on one of the seven chromosomes of the Hv_IBSC_PGSB_v21			
# Chromosome / Start position of the gene (in bp from the origin of the chromosome)			
# with local recombination rate estimates (from MareyMap):  loess with span=0.2 and degree=2			
Gene	Chromosome	Start	Recombination
HORVU3Hr1G032060	3H	162294909	0.03
HORVU3Hr1G062570	3H	477538592	0.07
HORVU3Hr1G042840	3H	272797256	0
HORVU3Hr1G070370	3H	532381117	0.17
HORVU3Hr1G047870	3H	328782887	-0.01
HORVU3Hr1G017580	3H	44980515	0.54
HORVU3Hr1G060730	3H	461805212	0.02
HORVU3Hr1G039230	3H	231377594	0.01
HORVU3Hr1G020220	3H	62191747	0.07
HORVU3Hr1G063670	3H	486900925	0.11
HORVU3Hr1G029770	3H	139187493	0.06
HORVU3Hr1G055130	3H	409901449	0.01
HORVU3Hr1G018250	3H	47821387	0.45
HORVU3Hr1G027570	3H	119187483	0.06
HORVU3Hr1G020400	3H	63436467	0.05
HORVU3Hr1G001380	3H	2891261	1.26
HORVU3Hr1G035750	3H	200151806	0
HORVU3Hr1G020840	3H	65673316	0.02
HORVU3Hr1G033560	3H	176508407	0.01
HORVU3Hr1G034880	3H	191644660	0
HORVU3Hr1G059310	3H	449558613	0
HORVU3Hr1G058600	3H	442287002	0
HORVU3Hr1G027030	3H	113173688	0.05
HORVU3Hr1G048240	3H	331935314	-0.01
HORVU3Hr1G037520	3H	213335896	0.01
HORVU3Hr1G030270	3H	143210324	0.06
HORVU3Hr1G016420	3H	39930766	0.68
HORVU3Hr1G079980	3H	586436277	0.51
HORVU3Hr1G058580	3H	442153604	0
HORVU3Hr1G023560	3H	86755239	0
HORVU3Hr1G056090	3H	420644526	0.01
HORVU3Hr1G056630	3H	424068953	0.01
HORVU3Hr1G028000	3H	122520229	0.06
HORVU3Hr1G081540	3H	594959244	0.61
HORVU3Hr1G018800	3H	48978025	0.42
HORVU3Hr1G018670	3H	48651055	0.43
HORVU3Hr1G037030	3H	209705434	0
HORVU3Hr1G015310	3H	35750504	0.83
HORVU3Hr1G024390	3H	94060723	0.02
HORVU3Hr1G064680	3H	493555927	0.15
HORVU3Hr1G031460	3H	156625725	0.04
HORVU3Hr1G047540	3H	324440574	-0.01
HORVU3Hr1G116650	3H	696142756	NA
HORVU3Hr1G079710	3H	584836892	0.5
HORVU3Hr1G004690	3H	11853620	1.19
HORVU3Hr1G030980	3H	151933413	0.05
HORVU3Hr1G019140	3H	51126683	0.35
HORVU3Hr1G035340	3H	196132121	0
HORVU3Hr1G034170	3H	184924031	0
HORVU3Hr1G033740	3H	178816679	0
HORVU3Hr1G002380	3H	5682744	1.25
HORVU3Hr1G024650	3H	96137709	0.02
HORVU3Hr1G011660	3H	25107467	1.01
HORVU3Hr1G051050	3H	367554032	0
HORVU3Hr1G002540	3H	6521402	1.25
HORVU3Hr1G018940	3H	50201168	0.38
HORVU3Hr1G062900	3H	481263428	0.09
HORVU3Hr1G060530	3H	461250683	0.02
HORVU3Hr1G077260	3H	572188126	0.33
HORVU3Hr1G050660	3H	363760898	0
HORVU3Hr1G080770	3H	590593751	0.56
HORVU3Hr1G053600	3H	395028969	0.01
HORVU3Hr1G021440	3H	70156889	-0.02
HORVU3Hr1G061640	3H	468805302	0.04
HORVU3Hr1G003580	3H	9114188	1.22
HORVU3Hr1G079450	3H	583341763	0.48
HORVU3Hr1G014660	3H	33843617	0.93
HORVU3Hr1G055160	3H	409983584	0.01
HORVU3Hr1G027270	3H	115787110	0.05
HORVU3Hr1G065940	3H	502717669	0.18
HORVU3Hr1G015680	3H	36886534	0.75
HORVU3Hr1G062870	3H	480990559	0.09
HORVU3Hr1G077580	3H	573806875	0.36
HORVU3Hr1G070650	3H	534416740	0.16
HORVU3Hr1G058810	3H	444112630	0
HORVU3Hr1G050210	3H	357945584	0
HORVU3Hr1G068270	3H	517950723	0.18
HORVU3Hr1G117840	3H	699431624	NA
HORVU3Hr1G033620	3H	177294351	0.01
HORVU3Hr1G029470	3H	136127947	0.06
HORVU3Hr1G034740	3H	189860359	0
HORVU3Hr1G024950	3H	98238543	0.03
HORVU3Hr1G079640	3H	584355269	0.49
HORVU3Hr1G065890	3H	502137293	0.18
HORVU3Hr1G011620	3H	25088180	1.01
HORVU3Hr1G045810	3H	300539391	0
HORVU3Hr1G076790	3H	570093778	0.3
HORVU3Hr1G005530	3H	13636055	1.16
HORVU3Hr1G073500	3H	553697277	0.26
HORVU3Hr1G034760	3H	190501669	0
HORVU3Hr1G032710	3H	169634243	0.02
HORVU3Hr1G079670	3H	584398615	0.49
HORVU3Hr1G013690	3H	30376810	1.02
HORVU3Hr1G062170	3H	474917950	0.06
HORVU3Hr1G030090	3H	141558649	0.06
HORVU3Hr1G006410	3H	15414668	1.13
HORVU3Hr1G003130	3H	8023497	1.23
HORVU3Hr1G116820	3H	696559350	NA
HORVU3Hr1G006440	3H	15468291	1.13
HORVU3Hr1G032760	3H	169965770	0.02
HORVU3Hr1G079620	3H	584332809	0.49
HORVU3Hr1G071520	3H	540813416	0.21
HORVU3Hr1G026350	3H	106313407	0.04
HORVU3Hr1G075150	3H	561960823	0.29
HORVU3Hr1G063450	3H	484360015	0.1
HORVU3Hr1G073120	3H	552516379	0.26
HORVU3Hr1G057320	3H	429905464	0
HORVU3Hr1G019980	3H	60180960	0.11
HORVU3Hr1G049030	3H	340937311	0
HORVU3Hr1G014140	3H	32229816	0.99
HORVU3Hr1G049440	3H	347459653	0
HORVU3Hr1G044780	3H	290701943	0
HORVU3Hr1G037960	3H	216876476	0.01
HORVU3Hr1G000880	3H	1945843	1.26
HORVU3Hr1G002080	3H	4177465	1.26
HORVU3Hr1G046180	3H	306942033	0
HORVU3Hr1G073460	3H	553194902	0.26
HORVU3Hr1G037560	3H	213630381	0.01
HORVU3Hr1G045750	3H	300481843	0
HORVU3Hr1G028370	3H	126246412	0.06
HORVU3Hr1G034210	3H	184991187	0
HORVU3Hr1G060780	3H	463228096	0.03
HORVU3Hr1G039250	3H	231951961	0.01
HORVU3Hr1G014290	3H	32636782	0.98
HORVU3Hr1G058070	3H	437234289	0
HORVU3Hr1G007130	3H	17361894	1.13
HORVU3Hr1G069790	3H	528626334	0.18
HORVU3Hr1G078540	3H	579031627	0.44
HORVU3Hr1G056470	3H	423013638	0.01
HORVU3Hr1G072910	3H	549896525	0.24
HORVU3Hr1G117590	3H	698781540	NA
HORVU3Hr1G019510	3H	54949489	0.23
HORVU3Hr1G067030	3H	509127168	0.18
HORVU3Hr1G007990	3H	18723272	1.12
HORVU3Hr1G024560	3H	95551023	0.02
HORVU3Hr1G004770	3H	11929934	1.19
HORVU3Hr1G023300	3H	86230931	0
HORVU3Hr1G046750	3H	312821928	0
HORVU3Hr1G068430	3H	518660696	0.18
HORVU3Hr1G061000	3H	464904627	0.03
HORVU3Hr1G018680	3H	48655892	0.43
HORVU3Hr1G050040	3H	355813919	0
HORVU3Hr1G068400	3H	518532518	0.18
HORVU3Hr1G044720	3H	289661350	0
HORVU3Hr1G015710	3H	37185065	0.75
HORVU3Hr1G036340	3H	205271642	0
HORVU3Hr1G016690	3H	40939172	0.65
HORVU3Hr1G071870	3H	543136922	0.22
HORVU3Hr1G042790	3H	272679312	0
HORVU3Hr1G015610	3H	36774977	0.76
HORVU3Hr1G029020	3H	132109005	0.06
HORVU3Hr1G080050	3H	586537076	0.51
HORVU3Hr1G068590	3H	519860821	0.18
HORVU3Hr1G057190	3H	428430265	0
HORVU3Hr1G080820	3H	590806885	0.56
HORVU3Hr1G079720	3H	584983050	0.5
HORVU3Hr1G072000	3H	543667426	0.22
HORVU3Hr1G047750	3H	327138843	-0.01
HORVU3Hr1G010170	3H	21841448	1.08
HORVU3Hr1G057400	3H	430793839	0
HORVU3Hr1G001930	3H	3981124	1.26
HORVU3Hr1G043930	3H	284718272	0
HORVU3Hr1G053280	3H	391468266	0
HORVU3Hr1G071400	3H	540152197	0.21
HORVU3Hr1G054980	3H	409187484	0.01
HORVU3Hr1G053630	3H	395201106	0.01
HORVU3Hr1G066890	3H	508033106	0.18
HORVU3Hr1G061510	3H	468068696	0.04
HORVU3Hr1G038690	3H	224332864	0.02
HORVU3Hr1G013160	3H	28352056	0.99
HORVU3Hr1G036640	3H	207316635	0
HORVU3Hr1G020020	3H	60416419	0.11
HORVU3Hr1G062390	3H	476389377	0.07
HORVU3Hr1G030080	3H	141556538	0.06
HORVU3Hr1G021810	3H	75014380	-0.03
HORVU3Hr1G026030	3H	103834604	0.04
HORVU3Hr1G067370	3H	511666011	0.18
HORVU3Hr1G057710	3H	434581034	0
HORVU3Hr1G007380	3H	17804626	1.12
HORVU3Hr1G017000	3H	42815539	0.6
HORVU3Hr1G053080	3H	389275981	0
HORVU3Hr1G012620	3H	27135978	0.96
HORVU3Hr1G012910	3H	27846504	0.98
HORVU3Hr1G077130	3H	571554417	0.32
HORVU3Hr1G014470	3H	33130980	0.96
HORVU3Hr1G029990	3H	140493828	0.06
HORVU3Hr1G066640	3H	506862966	0.18
HORVU3Hr1G025450	3H	100887637	0.03
HORVU3Hr1G026900	3H	112382501	0.05
HORVU3Hr1G005270	3H	13052895	1.17
HORVU3Hr1G055260	3H	410089677	0.01
HORVU3Hr1G001230	3H	2664220	1.26
HORVU3Hr1G020960	3H	66350374	0.01
HORVU3Hr1G038220	3H	220209758	0.02
HORVU3Hr1G000400	3H	1004024	1.26
HORVU3Hr1G000220	3H	564687	NA
HORVU3Hr1G024920	3H	97855788	0.03
HORVU3Hr1G037360	3H	212339028	0.01
HORVU3Hr1G052570	3H	382223032	0
HORVU3Hr1G065360	3H	498131881	0.17
HORVU3Hr1G058500	3H	441772739	0
HORVU3Hr1G063690	3H	486905451	0.11
HORVU3Hr1G029430	3H	135710845	0.06
HORVU3Hr1G031930	3H	160765584	0.04
HORVU3Hr1G022260	3H	78237356	-0.02
HORVU3Hr1G000690	3H	1707659	1.26
HORVU3Hr1G071190	3H	538513266	0.19
HORVU3Hr1G063630	3H	485950089	0.11
HORVU3Hr1G014970	3H	34772782	0.89
HORVU3Hr1G059440	3H	450886623	0
HORVU3Hr1G033220	3H	173435059	0.01
HORVU3Hr1G025080	3H	99082371	0.03
HORVU3Hr1G067790	3H	514516099	0.18
HORVU3Hr1G074390	3H	558694151	0.28
HORVU3Hr1G033240	3H	173446134	0.01
HORVU3Hr1G062600	3H	477742599	0.07
HORVU3Hr1G025680	3H	101732691	0.03
HORVU3Hr1G047640	3H	325458773	-0.01
HORVU3Hr1G014050	3H	31637509	1
HORVU3Hr1G021430	3H	70099852	-0.02
HORVU3Hr1G054660	3H	407187617	0.01
HORVU3Hr1G022310	3H	78511061	-0.02
HORVU3Hr1G026190	3H	105221175	0.04
HORVU3Hr1G077890	3H	575137842	0.39
HORVU3Hr1G067280	3H	511048645	0.18
HORVU3Hr1G026620	3H	109066838	0.04
HORVU3Hr1G018690	3H	48685872	0.43
HORVU3Hr1G027990	3H	122465365	0.06
HORVU3Hr1G116770	3H	696303664	NA
HORVU3Hr1G061600	3H	468687290	0.04
HORVU3Hr1G049680	3H	350635836	0
HORVU3Hr1G070630	3H	534246854	0.16
HORVU3Hr1G007900	3H	18522903	1.12
HORVU3Hr1G045570	3H	299504023	0
HORVU3Hr1G037200	3H	210890322	0
HORVU3Hr1G073300	3H	553037292	0.26
HORVU3Hr1G013740	3H	30447288	1.02
HORVU3Hr1G045010	3H	293451644	0
HORVU3Hr1G073800	3H	555555698	0.27
HORVU3Hr1G024990	3H	98779822	0.03
HORVU3Hr1G076640	3H	569034122	0.29
HORVU3Hr1G052940	3H	387319448	0
HORVU3Hr1G065180	3H	496913059	0.16
HORVU3Hr1G007150	3H	17370586	1.13
HORVU3Hr1G002780	3H	7058074	1.24
HORVU3Hr1G062340	3H	475874575	0.07
HORVU3Hr1G069450	3H	526420339	0.17
HORVU3Hr1G046240	3H	307890023	0
HORVU3Hr1G031850	3H	160127577	0.04
HORVU3Hr1G017080	3H	42962031	0.6
HORVU3Hr1G016180	3H	38751426	0.71
HORVU3Hr1G021150	3H	67560410	0
HORVU3Hr1G038640	3H	223383453	0.02
HORVU3Hr1G019070	3H	51060147	0.35
HORVU3Hr1G072080	3H	543859142	0.22
HORVU3Hr1G008060	3H	18769064	1.12
HORVU3Hr1G074780	3H	559801203	0.29
HORVU3Hr1G011780	3H	25480620	1
HORVU3Hr1G014800	3H	34509860	0.9
HORVU3Hr1G060860	3H	463924941	0.03
HORVU3Hr1G055710	3H	414266616	0.01
HORVU3Hr1G078200	3H	577046942	0.41
HORVU3Hr1G034590	3H	188355676	0
HORVU3Hr1G062100	3H	474006731	0.06
HORVU3Hr1G054870	3H	408976103	0.01
HORVU3Hr1G043040	3H	277378851	0
HORVU3Hr1G079420	3H	583210047	0.48
HORVU3Hr1G055820	3H	415464264	0.01
HORVU3Hr1G002330	3H	5290002	1.26
HORVU3Hr1G018360	3H	48127072	0.45
HORVU3Hr1G005380	3H	13222430	1.17
HORVU3Hr1G065580	3H	499361170	0.18
HORVU3Hr1G043030	3H	277378596	0
HORVU3Hr1G068320	3H	518021921	0.18
HORVU3Hr1G052420	3H	380893859	0
HORVU3Hr1G002710	3H	6928467	1.24
HORVU3Hr1G017760	3H	45812586	0.52
HORVU3Hr1G018730	3H	48848320	0.42
HORVU3Hr1G022210	3H	77686065	-0.03
HORVU3Hr1G005830	3H	14202606	1.15
HORVU3Hr1G057440	3H	431180711	0
HORVU3Hr1G081400	3H	594738889	0.61
HORVU3Hr1G052970	3H	388566634	0
HORVU3Hr1G022430	3H	79491635	-0.02
HORVU3Hr1G080130	3H	587003383	0.51
HORVU3Hr1G029010	3H	132064712	0.06
HORVU3Hr1G034030	3H	182911321	0
HORVU3Hr1G070750	3H	534784284	0.16
HORVU3Hr1G078880	3H	580637849	0.46
HORVU3Hr1G081270	3H	594192012	0.61
HORVU3Hr1G080040	3H	586527822	0.51
HORVU3Hr1G060630	3H	461619638	0.02
HORVU3Hr1G041330	3H	256567114	0
HORVU3Hr1G065630	3H	499654910	0.18
HORVU3Hr1G076650	3H	569133776	0.29
HORVU3Hr1G069240	3H	524983511	0.17
HORVU3Hr1G022180	3H	77541816	-0.03
HORVU3Hr1G080490	3H	588875125	0.53
HORVU3Hr1G000550	3H	1495051	1.26
HORVU3Hr1G036150	3H	203950334	0
HORVU3Hr1G014960	3H	34767113	0.89
HORVU3Hr1G003980	3H	10787564	1.2
HORVU3Hr1G023490	3H	86654640	0
HORVU3Hr1G013710	3H	30391397	1.02
HORVU3Hr1G013850	3H	30738181	1.01
HORVU3Hr1G005250	3H	13019506	1.17
HORVU3Hr1G022890	3H	83675968	-0.01
HORVU3Hr1G058280	3H	439216483	0
HORVU3Hr1G080010	3H	586480063	0.51
HORVU3Hr1G020140	3H	61369253	0.09
HORVU3Hr1G078660	3H	579747332	0.45
HORVU3Hr1G017160	3H	43254821	0.59
HORVU3Hr1G028790	3H	130861614	0.06
HORVU3Hr1G026080	3H	104250464	0.04
HORVU3Hr1G061970	3H	472842156	0.06
HORVU3Hr1G021490	3H	71397672	-0.03
HORVU3Hr1G071810	3H	542720920	0.21
HORVU3Hr1G048750	3H	337355869	0
HORVU3Hr1G028540	3H	127643546	0.06
HORVU3Hr1G073940	3H	556524795	0.27
HORVU3Hr1G053930	3H	397746675	0.01
HORVU3Hr1G010260	3H	22457435	1.06
HORVU3Hr1G075460	3H	564048946	0.27
HORVU3Hr1G023970	3H	90197015	0.01
HORVU3Hr1G009470	3H	20202356	1.1
HORVU3Hr1G028860	3H	131420708	0.06
HORVU3Hr1G061250	3H	467050142	0.04
HORVU3Hr1G065130	3H	496705853	0.16
HORVU3Hr1G002480	3H	6234986	1.25
HORVU3Hr1G056130	3H	420870431	0.01
HORVU3Hr1G067620	3H	513485158	0.18
HORVU3Hr1G038430	3H	222031491	0.02
HORVU3Hr1G038490	3H	222343565	0.02
HORVU3Hr1G005570	3H	13792971	1.16
HORVU3Hr1G017700	3H	45661285	0.52
HORVU3Hr1G054030	3H	398342320	0.01
HORVU3Hr1G033930	3H	182129348	0
HORVU3Hr1G068120	3H	517132209	0.18
HORVU3Hr1G077630	3H	574209536	0.37
HORVU3Hr1G022620	3H	81047235	-0.02
HORVU3Hr1G004860	3H	12036245	1.18
HORVU3Hr1G001200	3H	2632714	1.26
HORVU3Hr1G069430	3H	526369714	0.17
HORVU3Hr1G068730	3H	520872845	0.18
HORVU3Hr1G003950	3H	10762667	1.2
HORVU3Hr1G021980	3H	76046705	-0.03
HORVU3Hr1G053850	3H	397284870	0.01
HORVU3Hr1G060930	3H	464239254	0.03
HORVU3Hr1G077660	3H	574246394	0.37
HORVU3Hr1G008310	3H	18927556	1.12
HORVU3Hr1G015120	3H	35172105	0.86
HORVU3Hr1G081060	3H	592637866	0.59
HORVU3Hr1G064080	3H	489630358	0.13
HORVU3Hr1G029260	3H	134490014	0.06
HORVU3Hr1G062760	3H	479983413	0.08
HORVU3Hr1G080390	3H	588529593	0.53
HORVU3Hr1G010470	3H	23092314	1.05
HORVU3Hr1G078720	3H	579997522	0.45
HORVU3Hr1G069730	3H	528546280	0.18
HORVU3Hr1G069400	3H	526160771	0.17
HORVU3Hr1G007260	3H	17553366	1.13
HORVU3Hr1G004310	3H	11255620	1.2
HORVU3Hr1G050190	3H	357801576	0
HORVU3Hr1G020470	3H	63800868	0.05
HORVU3Hr1G066830	3H	507452757	0.18
HORVU3Hr1G080540	3H	589430444	0.53
HORVU3Hr1G080890	3H	591573238	0.57
HORVU3Hr1G053860	3H	397335772	0.01
HORVU3Hr1G018640	3H	48639532	0.43
HORVU3Hr1G013010	3H	28076008	0.99
HORVU3Hr1G081380	3H	594730499	0.61
HORVU3Hr1G006940	3H	16623978	1.13
HORVU3Hr1G058720	3H	443519134	0
HORVU3Hr1G040870	3H	252661749	0.01
HORVU3Hr1G023280	3H	86228972	0
HORVU3Hr1G075160	3H	562125392	0.29
HORVU3Hr1G007170	3H	17372962	1.13
HORVU3Hr1G000950	3H	2092351	1.26
HORVU3Hr1G067990	3H	515650732	0.18
HORVU3Hr1G075510	3H	564196345	0.27
HORVU3Hr1G033910	3H	181885613	0
HORVU3Hr1G064730	3H	493727427	0.15
HORVU3Hr1G034950	3H	192225539	0
HORVU3Hr1G075600	3H	565141151	0.27
HORVU3Hr1G024350	3H	93532949	0.02
HORVU3Hr1G051010	3H	367113992	0
HORVU3Hr1G021450	3H	70209827	-0.02
HORVU3Hr1G069470	3H	526482587	0.17
HORVU3Hr1G057420	3H	430933367	0
HORVU3Hr1G026430	3H	107128174	0.04
HORVU3Hr1G002940	3H	7606297	1.24
HORVU3Hr1G004960	3H	12335866	1.18
HORVU3Hr1G064960	3H	495923292	0.16
HORVU3Hr1G021460	3H	70403599	-0.03
HORVU3Hr1G057330	3H	430236196	0
HORVU3Hr1G064920	3H	495547493	0.16
HORVU3Hr1G012430	3H	26967175	0.96
HORVU3Hr1G005020	3H	12449412	1.18
HORVU3Hr1G029250	3H	134375759	0.06
HORVU3Hr1G059030	3H	445944777	0
HORVU3Hr1G079060	3H	581747398	0.47
HORVU3Hr1G010380	3H	22771604	1.06
HORVU3Hr1G075370	3H	563330849	0.28
HORVU3Hr1G013400	3H	28953383	1.01
HORVU3Hr1G029510	3H	136413878	0.06
HORVU3Hr1G006140	3H	15165813	1.14
HORVU3Hr1G039140	3H	230518000	0.01
HORVU3Hr1G028710	3H	129814713	0.06
HORVU3Hr1G007210	3H	17462920	1.13
HORVU3Hr1G009130	3H	19869315	1.1
HORVU3Hr1G035000	3H	193000780	0
HORVU3Hr1G048630	3H	336504450	0
HORVU3Hr1G066280	3H	504136946	0.18
HORVU3Hr1G067440	3H	512187600	0.18
HORVU3Hr1G030680	3H	149256835	0.05
HORVU3Hr1G035210	3H	195641812	0
HORVU3Hr1G036590	3H	206739874	0
HORVU3Hr1G035680	3H	198827904	0
HORVU3Hr1G053680	3H	395587365	0.01
HORVU3Hr1G020130	3H	61333357	0.09
HORVU3Hr1G021700	3H	73568998	-0.04
HORVU3Hr1G029730	3H	138755766	0.06
HORVU3Hr1G022760	3H	82058304	-0.01
HORVU3Hr1G054880	3H	408992320	0.01
HORVU3Hr1G009110	3H	19866965	1.1
HORVU3Hr1G046390	3H	309327278	0
HORVU3Hr1G012840	3H	27793939	0.98
HORVU3Hr1G076430	3H	568581093	0.28
HORVU3Hr1G002230	3H	4693264	1.26
HORVU3Hr1G058480	3H	441476571	0
HORVU3Hr1G072020	3H	543691967	0.22
HORVU3Hr1G055020	3H	409800275	0.01
HORVU3Hr1G006730	3H	16144650	1.13
HORVU3Hr1G074180	3H	557357652	0.28
HORVU3Hr1G018810	3H	49045404	0.41
HORVU3Hr1G061130	3H	466196207	0.03
HORVU3Hr1G016160	3H	38637821	0.71
HORVU3Hr1G013530	3H	30043358	1.02
HORVU3Hr1G073150	3H	552521082	0.26
HORVU3Hr1G072100	3H	543867099	0.22
HORVU3Hr1G023880	3H	89124592	0.01
HORVU3Hr1G060040	3H	457544221	0.01
HORVU3Hr1G045700	3H	300289862	0
HORVU3Hr1G038320	3H	221036554	0.02
HORVU3Hr1G059770	3H	454402423	0.01
HORVU3Hr1G040500	3H	245758879	0.01
HORVU3Hr1G078460	3H	578420236	0.43
HORVU3Hr1G045490	3H	299446023	0
HORVU3Hr1G034060	3H	183438620	0
HORVU3Hr1G079560	3H	584130702	0.49
HORVU3Hr1G075090	3H	561675424	0.29
HORVU3Hr1G056640	3H	424129544	0.01
HORVU3Hr1G032160	3H	163379460	0.03
HORVU3Hr1G033630	3H	177318900	0.01
HORVU3Hr1G008460	3H	19081237	1.11
HORVU3Hr1G030670	3H	149183575	0.05
HORVU3Hr1G007910	3H	18531892	1.12
HORVU3Hr1G004110	3H	11023945	1.2
HORVU3Hr1G006310	3H	15300748	1.13
HORVU3Hr1G058880	3H	445092426	0
HORVU3Hr1G077540	3H	573469652	0.36
HORVU3Hr1G039130	3H	230476287	0.01
HORVU3Hr1G064070	3H	489393734	0.12
HORVU3Hr1G081050	3H	592562865	0.59
HORVU3Hr1G079410	3H	583145013	0.48
HORVU3Hr1G015190	3H	35366284	0.85
HORVU3Hr1G069860	3H	529008616	0.18
HORVU3Hr1G014410	3H	33034469	0.97
HORVU3Hr1G057880	3H	435624351	0
HORVU3Hr1G032700	3H	169632492	0.02
HORVU3Hr1G062040	3H	473172169	0.06
HORVU3Hr1G031380	3H	155428907	0.04
HORVU3Hr1G006120	3H	15149680	1.14
HORVU3Hr1G052600	3H	383388922	0
HORVU3Hr1G050280	3H	358746139	0
HORVU3Hr1G116600	3H	696089117	NA
HORVU3Hr1G017640	3H	45338121	0.53
HORVU3Hr1G006500	3H	15672976	1.13
HORVU3Hr1G031450	3H	156140881	0.04
HORVU3Hr1G065640	3H	499660672	0.18
HORVU3Hr1G079480	3H	583409734	0.48
HORVU3Hr1G026120	3H	104449148	0.04
HORVU3Hr1G062490	3H	477051639	0.07
HORVU3Hr1G039020	3H	228330800	0.01
HORVU3Hr1G063730	3H	487310261	0.11
HORVU3Hr1G080060	3H	586894721	0.51
HORVU3Hr1G013430	3H	29173156	1.01
HORVU3Hr1G043840	3H	283486966	0
HORVU3Hr1G072320	3H	544738386	0.22
HORVU3Hr1G068040	3H	516557708	0.18
HORVU3Hr1G011990	3H	26214091	0.98
HORVU3Hr1G058490	3H	441476923	0
HORVU3Hr1G069990	3H	530113265	0.18
HORVU3Hr1G020080	3H	60785758	0.1
HORVU3Hr1G059560	3H	452477515	0.01
HORVU3Hr1G117270	3H	697702117	NA
HORVU3Hr1G065250	3H	497593946	0.17
HORVU3Hr1G000170	3H	447799	NA
HORVU3Hr1G026940	3H	112619089	0.05
HORVU3Hr1G030840	3H	150527348	0.05
HORVU3Hr1G038680	3H	224071011	0.02
HORVU3Hr1G048310	3H	332578608	-0.01
HORVU3Hr1G077790	3H	574906584	0.39
HORVU3Hr1G074340	3H	558037984	0.28
HORVU3Hr1G044700	3H	289373153	0
HORVU3Hr1G029310	3H	134820642	0.06
HORVU3Hr1G000640	3H	1662234	1.26
HORVU3Hr1G028620	3H	129068591	0.06
HORVU3Hr1G004220	3H	11153901	1.2
HORVU3Hr1G074350	3H	558242665	0.28
HORVU3Hr1G069260	3H	525055994	0.17
HORVU3Hr1G034070	3H	183622750	0
HORVU3Hr1G005450	3H	13456046	1.16
HORVU3Hr1G061400	3H	467088836	0.04
HORVU3Hr1G068230	3H	517676451	0.18
HORVU3Hr1G072460	3H	545413546	0.22
HORVU3Hr1G053210	3H	390553513	0
HORVU3Hr1G070220	3H	531459673	0.17
HORVU3Hr1G059870	3H	455449325	0.01
HORVU3Hr1G062330	3H	475588435	0.06
HORVU3Hr1G039240	3H	231388264	0.01
HORVU3Hr1G080360	3H	588511699	0.53
HORVU3Hr1G017190	3H	43400492	0.59
HORVU3Hr1G059380	3H	450590301	0
HORVU3Hr1G013330	3H	28785048	1
HORVU3Hr1G033840	3H	180961933	0
HORVU3Hr1G005770	3H	14107206	1.15
HORVU3Hr1G004400	3H	11510805	1.19
HORVU3Hr1G007000	3H	16739924	1.13
HORVU3Hr1G038170	3H	219643635	0.02
HORVU3Hr1G011480	3H	24831805	1.01
HORVU3Hr1G047170	3H	319271855	-0.01
HORVU3Hr1G006910	3H	16587692	1.13
HORVU3Hr1G051610	3H	373634621	0
HORVU3Hr1G002520	3H	6444472	1.25
HORVU3Hr1G048610	3H	336344421	0
HORVU3Hr1G040750	3H	250479887	0.01
HORVU3Hr1G074160	3H	557341645	0.28
HORVU3Hr1G031390	3H	155646856	0.04
HORVU3Hr1G007090	3H	17288555	1.13
HORVU3Hr1G059170	3H	447515469	0
HORVU3Hr1G041070	3H	254867486	0
HORVU3Hr1G064780	3H	494372349	0.15
HORVU3Hr1G074600	3H	558927771	0.28
HORVU3Hr1G033720	3H	178070319	0.01
HORVU3Hr1G036820	3H	207904490	0
HORVU3Hr1G060570	3H	461387020	0.02
HORVU3Hr1G022060	3H	76128615	-0.03
HORVU3Hr1G006130	3H	15156464	1.14
HORVU3Hr1G030370	3H	145438414	0.05
HORVU3Hr1G048800	3H	338430295	0
HORVU3Hr1G062250	3H	475166328	0.06
HORVU3Hr1G027160	3H	114510394	0.05
HORVU3Hr1G048090	3H	330287509	-0.01
HORVU3Hr1G077610	3H	574097510	0.37
HORVU3Hr1G016760	3H	41107151	0.65
HORVU3Hr1G063620	3H	485896461	0.11
HORVU3Hr1G056660	3H	424306691	0
HORVU3Hr1G072140	3H	544016359	0.22
HORVU3Hr1G009650	3H	20713457	1.09
HORVU3Hr1G053500	3H	394351699	0.01
HORVU3Hr1G054420	3H	403204152	0.01
HORVU3Hr1G038390	3H	221525677	0.02
HORVU3Hr1G053610	3H	395048678	0.01
HORVU3Hr1G064040	3H	489113573	0.12
HORVU3Hr1G067080	3H	509479568	0.18
HORVU3Hr1G040280	3H	241800735	0.01
HORVU3Hr1G012240	3H	26654025	0.96
HORVU3Hr1G026890	3H	112142455	0.05
HORVU3Hr1G033190	3H	173277631	0.01
HORVU3Hr1G002620	3H	6770790	1.24
HORVU3Hr1G062150	3H	474827697	0.06
HORVU3Hr1G067380	3H	511676340	0.18
HORVU3Hr1G039680	3H	236508938	0.01
HORVU3Hr1G014860	3H	34606038	0.9
HORVU3Hr1G117660	3H	698957168	NA
HORVU3Hr1G049360	3H	345384179	0
HORVU3Hr1G007530	3H	17955161	1.12
HORVU3Hr1G078450	3H	578419716	0.43
HORVU3Hr1G000530	3H	1430732	1.26
HORVU3Hr1G022020	3H	76087869	-0.03
HORVU3Hr1G020230	3H	62321474	0.07
HORVU3Hr1G057540	3H	432121828	0
HORVU3Hr1G012880	3H	27828872	0.98
HORVU3Hr1G027950	3H	122320128	0.06
HORVU3Hr1G038250	3H	220390930	0.02
