#	Marey	map	built	with	the	Hv_IBSC_PGSB_v21	version	of	the	Hordeum	genome	and	the	SNPJHutton	2012	genetic	map
#	Invalid	markers	checked	by	eye												
set	map	mkr	phys	gen	vld												
Hordeum	5H	SCRI_RS_157238	607270902	129.8	TRUE												
Hordeum	5H	SCRI_RS_157294	129074868	44.2	TRUE												
Hordeum	5H	SCRI_RS_157301	129074028	44.2	TRUE												
Hordeum	5H	SCRI_RS_157305	393006852	47.2	TRUE												
Hordeum	5H	SCRI_RS_157318	646856689	154.5	TRUE												
Hordeum	5H	SCRI_RS_157444	9733786	17.6	TRUE												
Hordeum	5H	SCRI_RS_157728	32864115	41	TRUE												
Hordeum	5H	SCRI_RS_157897	565412042	98.1	TRUE												
Hordeum	5H	SCRI_RS_157935	609203166	131.2	TRUE												
Hordeum	5H	SCRI_RS_158235	553250221	87.4	TRUE												
Hordeum	5H	SCRI_RS_158259	591498206	120.3	TRUE												
Hordeum	5H	SCRI_RS_159021	299159376	44.2	TRUE												
Hordeum	5H	SCRI_RS_159069	42747013	41.8	TRUE												
Hordeum	5H	SCRI_RS_159315	74316516	44	TRUE												
Hordeum	5H	SCRI_RS_159467	646808485	154.5	TRUE												
Hordeum	5H	SCRI_RS_159490	591527281	120.3	TRUE												
Hordeum	5H	SCRI_RS_160471	31837938	40.8	TRUE												
Hordeum	5H	SCRI_RS_160506	374503041	46.3	TRUE												
Hordeum	5H	SCRI_RS_160831	654540691	159.9	TRUE												
Hordeum	5H	SCRI_RS_160975	643857635	152.4	TRUE												
Hordeum	5H	SCRI_RS_160999	39663904	41.6	TRUE												
Hordeum	5H	SCRI_RS_161107	365144394	44.8	TRUE												
Hordeum	5H	SCRI_RS_161222	375765809	46.5	TRUE												
Hordeum	5H	SCRI_RS_161386	94914814	44	TRUE												
Hordeum	5H	SCRI_RS_161414	479129225	51.5	TRUE												
Hordeum	5H	SCRI_RS_161471	600016610	125.8	TRUE												
Hordeum	5H	SCRI_RS_161534	608848773	130.8	TRUE												
Hordeum	5H	SCRI_RS_161550	617562383	136.8	TRUE												
Hordeum	5H	SCRI_RS_161614	623943506	139.7	TRUE												
Hordeum	5H	SCRI_RS_16164	313283372	44.2	TRUE												
Hordeum	5H	SCRI_RS_161655	165432636	44.2	TRUE												
Hordeum	5H	SCRI_RS_161711	466198616	50	TRUE												
Hordeum	5H	SCRI_RS_1619	557804599	93	TRUE												
Hordeum	5H	SCRI_RS_162380	331515810	44.2	TRUE												
Hordeum	5H	SCRI_RS_162444	392998087	47.2	TRUE												
Hordeum	5H	SCRI_RS_162590	588989594	118.8	TRUE												
Hordeum	5H	SCRI_RS_162696	584643736	113.9	TRUE												
Hordeum	5H	SCRI_RS_163973	37814057	41.3	TRUE												
Hordeum	5H	SCRI_RS_164250	423203695	47.7	TRUE												
Hordeum	5H	SCRI_RS_165215	561957209	95.9	TRUE												
Hordeum	5H	SCRI_RS_165290	648412051	155.6	TRUE												
Hordeum	5H	SCRI_RS_165331	577090168	109.4	TRUE												
Hordeum	5H	SCRI_RS_165349	666826588	169.4	TRUE												
Hordeum	5H	SCRI_RS_165400	639992381	150.1	TRUE												
Hordeum	5H	SCRI_RS_165569	585262957	114.9	TRUE												
Hordeum	5H	SCRI_RS_165578	606312041	129.4	TRUE												
Hordeum	5H	SCRI_RS_165835	641554680	151.4	TRUE												
Hordeum	5H	SCRI_RS_165878	379230436	46.7	TRUE												
Hordeum	5H	SCRI_RS_165919	533523885	74.7	TRUE												
Hordeum	5H	SCRI_RS_165927	92322284	44	TRUE												
Hordeum	5H	SCRI_RS_166218	591830656	120.8	TRUE												
Hordeum	5H	SCRI_RS_166296	514651763	66	TRUE												
Hordeum	5H	SCRI_RS_166343	283391555	44.2	TRUE												
Hordeum	5H	SCRI_RS_166369	84501323	44	TRUE												
Hordeum	5H	SCRI_RS_166374	272385751	44.2	TRUE												
Hordeum	5H	SCRI_RS_166857	603103606	128.1	TRUE												
Hordeum	5H	SCRI_RS_167103	656515418	161.7	TRUE												
Hordeum	5H	SCRI_RS_167426	629968285	144	TRUE												
Hordeum	5H	SCRI_RS_167563	589927256	119.4	TRUE												
Hordeum	5H	SCRI_RS_167575	299604103	44.2	TRUE												
Hordeum	5H	SCRI_RS_167592	612002779	134.3	TRUE												
Hordeum	5H	SCRI_RS_167850	663360145	167.2	TRUE												
Hordeum	5H	SCRI_RS_168083	354890859	151	FALSE												
Hordeum	5H	SCRI_RS_168091	638454516	149.4	TRUE												
Hordeum	5H	SCRI_RS_168105	98883561	44.2	TRUE												
Hordeum	5H	SCRI_RS_168141	594561863	122.4	TRUE												
Hordeum	5H	SCRI_RS_168185	461846174	50	TRUE												
Hordeum	5H	SCRI_RS_168359	3438941	3.3	TRUE												
Hordeum	5H	SCRI_RS_168467	553157274	87.4	TRUE												
Hordeum	5H	SCRI_RS_168534	608907474	130.9	TRUE												
Hordeum	5H	SCRI_RS_168544	609794786	131.7	TRUE												
Hordeum	5H	SCRI_RS_168654	632294447	144.9	TRUE												
Hordeum	5H	SCRI_RS_169826	345056606	44.2	TRUE												
Hordeum	5H	SCRI_RS_170151	545997321	80.3	TRUE												
Hordeum	5H	SCRI_RS_170159	590311311	120.1	TRUE												
Hordeum	5H	SCRI_RS_170205	606425765	129.4	TRUE												
Hordeum	5H	SCRI_RS_170734	528357494	71.7	TRUE												
Hordeum	5H	SCRI_RS_170957	74692045	44	TRUE												
Hordeum	5H	SCRI_RS_171047	563659712	97.3	TRUE												
Hordeum	5H	SCRI_RS_171189	21723060	31.3	TRUE												
Hordeum	5H	SCRI_RS_171243	388971347	46.9	TRUE												
Hordeum	5H	SCRI_RS_171812	72933848	43.7	TRUE												
Hordeum	5H	SCRI_RS_171993	591638446	120.3	TRUE												
Hordeum	5H	SCRI_RS_172547	547765989	84.4	TRUE												
Hordeum	5H	SCRI_RS_172665	598567807	125.8	TRUE												
Hordeum	5H	SCRI_RS_172679	208721073	44.2	TRUE												
Hordeum	5H	SCRI_RS_173527	230193177	44.2	TRUE												
Hordeum	5H	SCRI_RS_173583	629948279	143.7	TRUE												
Hordeum	5H	SCRI_RS_173935	637277763	149	TRUE												
Hordeum	5H	SCRI_RS_174091	480245025	51.6	TRUE												
Hordeum	5H	SCRI_RS_174123	663485981	167.7	TRUE												
Hordeum	5H	SCRI_RS_174326	478604177	51.5	TRUE												
Hordeum	5H	SCRI_RS_174710	593523816	121.7	TRUE												
Hordeum	5H	SCRI_RS_175087	19393960	30.4	TRUE												
Hordeum	5H	SCRI_RS_175090	28589281	38.1	TRUE												
Hordeum	5H	SCRI_RS_175284	81676046	44	TRUE												
Hordeum	5H	SCRI_RS_175338	644010470	152.4	TRUE												
Hordeum	5H	SCRI_RS_175366	97834277	44	TRUE												
Hordeum	5H	SCRI_RS_175557	24742696	34.1	TRUE												
Hordeum	5H	SCRI_RS_175560	461446557	149.8	FALSE												
Hordeum	5H	SCRI_RS_175637	347795286	44.2	TRUE												
Hordeum	5H	SCRI_RS_175672	606354356	129.4	TRUE												
Hordeum	5H	SCRI_RS_175848	609491634	131.7	TRUE												
Hordeum	5H	SCRI_RS_178615	661158161	166.3	TRUE												
Hordeum	5H	SCRI_RS_178739	364278684	44.7	TRUE												
Hordeum	5H	SCRI_RS_179260	7471881	13.2	TRUE												
Hordeum	5H	SCRI_RS_179411	2261856	1	TRUE												
Hordeum	5H	SCRI_RS_179512	18947509	30.1	TRUE												
Hordeum	5H	SCRI_RS_179526	23376812	31.7	TRUE												
Hordeum	5H	SCRI_RS_179582	655283725	161.1	TRUE												
Hordeum	5H	SCRI_RS_179841	648555743	155.6	TRUE												
Hordeum	5H	SCRI_RS_180342	385108828	46.5	TRUE												
Hordeum	5H	SCRI_RS_180920	628386417	142.7	TRUE												
Hordeum	5H	SCRI_RS_181059	638461095	149.4	TRUE												
Hordeum	5H	SCRI_RS_181376	628770932	143.1	TRUE												
Hordeum	5H	SCRI_RS_181379	628760972	143.1	TRUE												
Hordeum	5H	SCRI_RS_181514	113940028	44.1	TRUE												
Hordeum	5H	SCRI_RS_181521	637274532	149	TRUE												
Hordeum	5H	SCRI_RS_181722	481702111	52.3	TRUE												
Hordeum	5H	SCRI_RS_182131	7468644	13.3	TRUE												
Hordeum	5H	SCRI_RS_182320	397047511	47.7	TRUE												
Hordeum	5H	SCRI_RS_182353	624362489	140.1	TRUE												
Hordeum	5H	SCRI_RS_182407	364277529	44.8	TRUE												
Hordeum	5H	SCRI_RS_182435	421874465	47.7	TRUE												
Hordeum	5H	SCRI_RS_182540	581967046	112.7	TRUE												
Hordeum	5H	SCRI_RS_184066	601143767	126.8	TRUE												
Hordeum	5H	SCRI_RS_184270	622959278	139.1	TRUE												
Hordeum	5H	SCRI_RS_184603	612707795	134.7	TRUE												
Hordeum	5H	SCRI_RS_185613	609483601	131.7	TRUE												
Hordeum	5H	SCRI_RS_186111	442771571	48.2	TRUE												
Hordeum	5H	SCRI_RS_186690	157481582	44.2	TRUE												
Hordeum	5H	SCRI_RS_186901	600474682	125.8	TRUE												
Hordeum	5H	SCRI_RS_186984	653922698	159.8	TRUE												
Hordeum	5H	SCRI_RS_187056	622152594	139	TRUE												
Hordeum	5H	SCRI_RS_187735	34520888	41.3	TRUE												
Hordeum	5H	SCRI_RS_187764	90682717	44	TRUE												
Hordeum	5H	SCRI_RS_188141	608879935	130.7	TRUE												
Hordeum	5H	SCRI_RS_188359	120123222	44.2	TRUE												
Hordeum	5H	SCRI_RS_188367	439205542	48.2	TRUE												
Hordeum	5H	SCRI_RS_188572	614133141	135.2	TRUE												
Hordeum	5H	SCRI_RS_188785	592409356	121.3	TRUE												
Hordeum	5H	SCRI_RS_189046	588767287	118.8	TRUE												
Hordeum	5H	SCRI_RS_189103	69381332	43	TRUE												
Hordeum	5H	SCRI_RS_189323	12379668	23.6	TRUE												
Hordeum	5H	SCRI_RS_189371	587941849	118.1	TRUE												
Hordeum	5H	SCRI_RS_189402	72740321	43.5	TRUE												
Hordeum	5H	SCRI_RS_189650	609517829	131.7	TRUE												
Hordeum	5H	SCRI_RS_190416	659531320	164.7	TRUE												
Hordeum	5H	SCRI_RS_190418	659532539	164.7	TRUE												
Hordeum	5H	SCRI_RS_192396	7561701	14.2	TRUE												
Hordeum	5H	SCRI_RS_192520	86530301	44	TRUE												
Hordeum	5H	SCRI_RS_192640	638828950	149.7	TRUE												
Hordeum	5H	SCRI_RS_192717	544627147	80.3	TRUE												
Hordeum	5H	SCRI_RS_1928	324266740	44.2	TRUE												
Hordeum	5H	SCRI_RS_193063	620800331	138.7	TRUE												
Hordeum	5H	SCRI_RS_193529	596200504	122.6	TRUE												
Hordeum	5H	SCRI_RS_194125	659733699	165.8	TRUE												
Hordeum	5H	SCRI_RS_194155	630342205	144.2	TRUE												
Hordeum	5H	SCRI_RS_194566	661219775	166	TRUE												
Hordeum	5H	SCRI_RS_194572	510616651	63.3	TRUE												
Hordeum	5H	SCRI_RS_194819	12332107	23.2	TRUE												
Hordeum	5H	SCRI_RS_195241	656639088	161.8	TRUE												
Hordeum	5H	SCRI_RS_196061	621922877	139	TRUE												
Hordeum	5H	SCRI_RS_196437	577776518	110.1	TRUE												
Hordeum	5H	SCRI_RS_197270	287399049	44.2	TRUE												
Hordeum	5H	SCRI_RS_197361	623962997	139.9	TRUE												
Hordeum	5H	SCRI_RS_19741	633762348	145.7	TRUE												
Hordeum	5H	SCRI_RS_197532	529736375	129.7	FALSE												
Hordeum	5H	SCRI_RS_197817	44082992	41.8	TRUE												
Hordeum	5H	SCRI_RS_197945	585702455	115.3	TRUE												
Hordeum	5H	SCRI_RS_198007	661308839	166.3	TRUE												
Hordeum	5H	SCRI_RS_198008	618179204	137.2	TRUE												
Hordeum	5H	SCRI_RS_198525	584702067	114	TRUE												
Hordeum	5H	SCRI_RS_199682	388973883	46.9	TRUE												
Hordeum	5H	SCRI_RS_199694	648014638	155.4	TRUE												
Hordeum	5H	SCRI_RS_199722	650956553	157.7	TRUE												
Hordeum	5H	SCRI_RS_200057	339032402	44.2	TRUE												
Hordeum	5H	SCRI_RS_200927	620741221	138.7	TRUE												
Hordeum	5H	SCRI_RS_201831	615077601	135.8	TRUE												
Hordeum	5H	SCRI_RS_202774	592335119	121.3	TRUE												
Hordeum	5H	SCRI_RS_203117	19052079	30.1	TRUE												
Hordeum	5H	SCRI_RS_203938	533553458	74.7	TRUE												
Hordeum	5H	SCRI_RS_203996	336696084	44.2	TRUE												
Hordeum	5H	SCRI_RS_204494	358842518	44.2	TRUE												
Hordeum	5H	SCRI_RS_204570	638185157	149.2	TRUE												
Hordeum	5H	SCRI_RS_204593	40133871	41.7	TRUE												
Hordeum	5H	SCRI_RS_204616	376071003	46.5	TRUE												
Hordeum	5H	SCRI_RS_205100	17075740	29.1	TRUE												
Hordeum	5H	SCRI_RS_205235	491233708	55.7	TRUE												
Hordeum	5H	SCRI_RS_205508	19885671	30.8	TRUE												
Hordeum	5H	SCRI_RS_205647	624441711	140.1	TRUE												
Hordeum	5H	SCRI_RS_205661	286067754	44.2	TRUE												
Hordeum	5H	SCRI_RS_206565	563308331	96.6	TRUE												
Hordeum	5H	SCRI_RS_206768	662196075	166.7	TRUE												
Hordeum	5H	SCRI_RS_206883	644033381	152.4	TRUE												
Hordeum	5H	SCRI_RS_206956	607076059	129.7	TRUE												
Hordeum	5H	SCRI_RS_207000	620734812	138.7	TRUE												
Hordeum	5H	SCRI_RS_207382	666825812	169.4	TRUE												
Hordeum	5H	SCRI_RS_208177	230191917	44.2	TRUE												
Hordeum	5H	SCRI_RS_208686	618527759	137.4	TRUE												
Hordeum	5H	SCRI_RS_208818	623961877	139.9	TRUE												
Hordeum	5H	SCRI_RS_209398	376692848	46.6	TRUE												
Hordeum	5H	SCRI_RS_209553	291893300	44.2	TRUE												
Hordeum	5H	SCRI_RS_209607	3964993	4.2	TRUE												
Hordeum	5H	SCRI_RS_210006	655214531	161.1	TRUE												
Hordeum	5H	SCRI_RS_210928	608699221	130.8	TRUE												
Hordeum	5H	SCRI_RS_211940	371708165	46.2	TRUE												
Hordeum	5H	SCRI_RS_212515	582182651	112.9	TRUE												
Hordeum	5H	SCRI_RS_212523	585701095	115.3	TRUE												
Hordeum	5H	SCRI_RS_212784	534723802	75.6	TRUE												
Hordeum	5H	SCRI_RS_213086	609409317	131.6	TRUE												
Hordeum	5H	SCRI_RS_213163	632091088	144.9	TRUE												
Hordeum	5H	SCRI_RS_214011	637380153	149.1	TRUE												
Hordeum	5H	SCRI_RS_214130	603835630	128.5	TRUE												
Hordeum	5H	SCRI_RS_214241	220019884	98.5	FALSE												
Hordeum	5H	SCRI_RS_214550	590540449	120.2	TRUE												
Hordeum	5H	SCRI_RS_214760	6041150	9.3	TRUE												
Hordeum	5H	SCRI_RS_215787	434952004	48.1	TRUE												
Hordeum	5H	SCRI_RS_216162	62956734	42.8	TRUE												
Hordeum	5H	SCRI_RS_216726	661213473	166	TRUE												
Hordeum	5H	SCRI_RS_216751	613512501	134.7	TRUE												
Hordeum	5H	SCRI_RS_216814	33659255	41.2	TRUE												
Hordeum	5H	SCRI_RS_217212	598790498	125.8	TRUE												
Hordeum	5H	SCRI_RS_217776	666500630	169.4	TRUE												
Hordeum	5H	SCRI_RS_218181	94136742	44	TRUE												
Hordeum	5H	SCRI_RS_218503	645048077	152.6	TRUE												
Hordeum	5H	SCRI_RS_218911	321158339	44.2	TRUE												
Hordeum	5H	SCRI_RS_219574	111920814	44.2	TRUE												
Hordeum	5H	SCRI_RS_219608	532483925	73.3	TRUE												
Hordeum	5H	SCRI_RS_219619	665173104	168.8	TRUE												
Hordeum	5H	SCRI_RS_220002	644377861	152.4	TRUE												
Hordeum	5H	SCRI_RS_220005	644377866	152.4	TRUE												
Hordeum	5H	SCRI_RS_220101	369161275	44.9	TRUE												
Hordeum	5H	SCRI_RS_220164	22942127	31.7	TRUE												
Hordeum	5H	SCRI_RS_220165	22941614	31.7	TRUE												
Hordeum	5H	SCRI_RS_220389	391358292	47.2	TRUE												
Hordeum	5H	SCRI_RS_220645	30703080	39.5	TRUE												
Hordeum	5H	SCRI_RS_221282	457229468	49.7	TRUE												
Hordeum	5H	SCRI_RS_221599	640026173	150.1	TRUE												
Hordeum	5H	SCRI_RS_221695	157818767	44.2	TRUE												
Hordeum	5H	SCRI_RS_222314	628761074	143.1	TRUE												
Hordeum	5H	SCRI_RS_222345	47309558	42.2	TRUE												
Hordeum	5H	SCRI_RS_222984	603609788	128.2	TRUE												
Hordeum	5H	SCRI_RS_223100	359525804	44.4	TRUE												
Hordeum	5H	SCRI_RS_223157	613902560	134.7	TRUE												
Hordeum	5H	SCRI_RS_223318	311357129	44.2	TRUE												
Hordeum	5H	SCRI_RS_223699	479893825	51.6	TRUE												
Hordeum	5H	SCRI_RS_223712	379226821	46.5	TRUE												
Hordeum	5H	SCRI_RS_223728	662806736	166.8	TRUE												
Hordeum	5H	SCRI_RS_224213	369164317	45.1	TRUE												
Hordeum	5H	SCRI_RS_224438	631590267	144.7	TRUE												
Hordeum	5H	SCRI_RS_224501	575265686	107.6	TRUE												
Hordeum	5H	SCRI_RS_224671	645152155	152.6	TRUE												
Hordeum	5H	SCRI_RS_224839	534120673	74.9	TRUE												
Hordeum	5H	SCRI_RS_225268	565775834	98.5	TRUE												
Hordeum	5H	SCRI_RS_225632	617239969	136.4	TRUE												
Hordeum	5H	SCRI_RS_226862	629286879	143.5	TRUE												
Hordeum	5H	SCRI_RS_228463	603537537	128.2	TRUE												
Hordeum	5H	SCRI_RS_229673	600473011	125.8	TRUE												
Hordeum	5H	SCRI_RS_229712	39813154	41.7	TRUE												
Hordeum	5H	SCRI_RS_229980	361904672	44.5	TRUE												
Hordeum	5H	SCRI_RS_230034	628421763	143	TRUE												
Hordeum	5H	SCRI_RS_230112	610013645	131.9	TRUE												
Hordeum	5H	SCRI_RS_231239	577199445	109.7	TRUE												
Hordeum	5H	SCRI_RS_231244	382295171	46.7	TRUE												
Hordeum	5H	SCRI_RS_231784	76824491	44	TRUE												
Hordeum	5H	SCRI_RS_232575	667068611	168.9	TRUE												
Hordeum	5H	SCRI_RS_232871	544819533	80.3	TRUE												
Hordeum	5H	SCRI_RS_232881	369569436	45.2	TRUE												
Hordeum	5H	SCRI_RS_233239	533524797	74.7	TRUE												
Hordeum	5H	SCRI_RS_234223	614937533	135.8	TRUE												
Hordeum	5H	SCRI_RS_234330	590856275	120.2	TRUE												
Hordeum	5H	SCRI_RS_234527	651010931	157.4	TRUE												
Hordeum	5H	SCRI_RS_234720	577427972	109.4	TRUE												
Hordeum	5H	SCRI_RS_235092	632995904	144.9	TRUE												
Hordeum	5H	SCRI_RS_235416	535809044	76.2	TRUE												
Hordeum	5H	SCRI_RS_235550	613991044	135.1	TRUE												
Hordeum	5H	SCRI_RS_235638	381688564	46.7	TRUE												
Hordeum	5H	SCRI_RS_235652	652929697	159.5	TRUE												
Hordeum	5H	SCRI_RS_235908	391361217	47	TRUE												
Hordeum	5H	SCRI_RS_236569	559084000	94.7	TRUE												
Hordeum	5H	SCRI_RS_236583	585846934	115.3	TRUE												
Hordeum	5H	SCRI_RS_236610	615389047	136.1	TRUE												
Hordeum	5H	SCRI_RS_236640	3763860	3.8	TRUE												
Hordeum	5H	SCRI_RS_236744	128365597	44.2	TRUE												
Hordeum	5H	SCRI_RS_236759	442822551	48.2	TRUE												
Hordeum	5H	SCRI_RS_236777	286183662	44.2	TRUE												
Hordeum	5H	SCRI_RS_236782	583140620	113.5	TRUE												
Hordeum	5H	SCRI_RS_236958	644029663	152.4	TRUE												
Hordeum	5H	SCRI_RS_237352	561601170	95.5	TRUE												
Hordeum	5H	SCRI_RS_237877	346979882	44.2	TRUE												
Hordeum	5H	SCRI_RS_237910	292644773	44.2	TRUE												
Hordeum	5H	SCRI_RS_237948	663389278	167.6	TRUE												
Hordeum	5H	SCRI_RS_238070	590273037	120.1	TRUE												
Hordeum	5H	SCRI_RS_238123	91566075	44	TRUE												
Hordeum	5H	SCRI_RS_238417	553191517	87.6	TRUE												
Hordeum	5H	SCRI_RS_238426	628768922	143.1	TRUE												
Hordeum	5H	SCRI_RS_238458	87514605	44	TRUE												
Hordeum	5H	SCRI_RS_238720	138066570	44.2	TRUE												
Hordeum	5H	SCRI_RS_239097	541861338	80.5	TRUE												
Hordeum	5H	SCRI_RS_239128	585789294	115.3	TRUE												
Hordeum	5H	SCRI_RS_239368	629284262	143.5	TRUE												
Hordeum	5H	SCRI_RS_239393	151540953	44.2	TRUE												
Hordeum	5H	SCRI_RS_239569	668164458	169.7	TRUE												
Hordeum	5H	SCRI_RS_240083	654989927	160.7	TRUE												
Hordeum	5H	SCRI_RS_240108	117948527	44.2	TRUE												
Hordeum	5H	SCRI_RS_240114	533997637	74.9	TRUE												
Hordeum	5H	SCRI_RS_24549	589904865	119.4	TRUE												
Hordeum	5H	SCRI_RS_25684	614055882	135.1	TRUE												
Hordeum	5H	SCRI_RS_2831	581827300	112.6	TRUE												
Hordeum	5H	SCRI_RS_31797	2896534	2.2	TRUE												
Hordeum	5H	SCRI_RS_3287	620719697	138.7	TRUE												
Hordeum	5H	SCRI_RS_3429	626442962	142	TRUE												
Hordeum	5H	SCRI_RS_354	644374957	152.4	TRUE												
Hordeum	5H	SCRI_RS_3544	77744912	44	TRUE												
Hordeum	5H	SCRI_RS_41519	361700802	44.5	TRUE												
Hordeum	5H	SCRI_RS_44795	624404310	140.1	TRUE												
Hordeum	5H	SCRI_RS_45011	565946145	98.9	TRUE												
Hordeum	5H	SCRI_RS_4658	610443469	133.5	TRUE												
Hordeum	5H	SCRI_RS_4724	130589452	44.2	TRUE												
Hordeum	5H	SCRI_RS_4753	664617798	167.9	TRUE												
Hordeum	5H	SCRI_RS_4923	548710047	84.8	TRUE												
Hordeum	5H	SCRI_RS_51000	588523454	118.6	TRUE												
Hordeum	5H	SCRI_RS_57982	130608966	44.2	TRUE												
Hordeum	5H	SCRI_RS_6203	614472405	135.2	TRUE												
Hordeum	5H	SCRI_RS_63610	336592762	44.2	TRUE												
Hordeum	5H	SCRI_RS_6422	273915255	44.1	TRUE												
Hordeum	5H	SCRI_RS_65371	640717425	151.1	TRUE												
Hordeum	5H	SCRI_RS_68142	71559260	43	TRUE												
Hordeum	5H	SCRI_RS_6902	640715740	151.1	TRUE												
Hordeum	5H	SCRI_RS_7201	542684032	80.3	TRUE												
Hordeum	5H	SCRI_RS_726	644386777	152.4	TRUE												
Hordeum	5H	SCRI_RS_75826	388731481	46.7	TRUE												
Hordeum	5H	SCRI_RS_78626	607886839	129.9	TRUE												
Hordeum	5H	SCRI_RS_8076	81004188	44	TRUE												
Hordeum	5H	SCRI_RS_8410	653924639	159.8	TRUE												
Hordeum	5H	SCRI_RS_8464	131279320	44.2	TRUE												
Hordeum	5H	SCRI_RS_85089	12381465	23.6	TRUE												
Hordeum	5H	SCRI_RS_88410	370703920	46.2	TRUE												
Hordeum	5H	SCRI_RS_89108	38559324	41.3	TRUE												
Hordeum	5H	SCRI_RS_90041	588764020	118.8	TRUE												
Hordeum	5H	SCRI_RS_90070	588764794	118.8	TRUE												
Hordeum	5H	SCRI_RS_91468	265950435	44.2	TRUE												
Hordeum	5H	SCRI_RS_9182	612892206	134.7	TRUE												
Hordeum	5H	SCRI_RS_98248	47175374	42	TRUE												
Hordeum	5H	SCRI_RS_98293	8764497	14.8	TRUE												
Hordeum	5H	SCRI_RS_99344	664995180	168.1	TRUE												
Hordeum	5H	SCRI_RS_9991	575251449	107.6	TRUE												
Hordeum	6H	11_10013	46541683	49.1	TRUE												
Hordeum	6H	11_10015	552729604	95	TRUE												
